,Station,GTPName,DT,Year,Month,Day,Hour,TG,RSV_volume,RD_volume,RSV_Price,AVG_Price
11085,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-23 18:00:00,2020,2,23,18,150.0,99.465,50.535,796.79747,796.79753
11086,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-23 19:00:00,2020,2,23,19,0.0,0.0,39.019,0.0,1308.4752
11087,Череповецкая ГРЭС             ,GVOLOG10,2020-02-23 20:00:00,2020,2,23,20,422.5,278.814,143.686,1272.17349,1272.17349
11088,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-06 02:00:00,2020,2,6,2,0.0,0.0,0.0,0.0,908.71814
11089,ГРЭС-24                       ,GMOSEN29,2020-02-06 03:00:00,2020,2,6,3,220.0,214.135,5.865,839.39921,839.39918
11090,Киришская ГРЭС                ,GKIRITES,2020-02-06 04:00:00,2020,2,6,4,205.0,177.508,27.492,804.08122,804.08122
11091,Киришская ГРЭС                ,GKIRGRES,2020-02-06 05:00:00,2020,2,6,5,0.0,0.0,0.0,0.0,897.2428
11092,Киришская ГРЭС                ,GKIRGRE5,2020-02-06 06:00:00,2020,2,6,6,0.0,0.0,0.75,0.0,986.0828
11093,Киришская ГРЭС                ,GKIRGR02,2020-02-06 07:00:00,2020,2,6,7,398.404,285.572,112.832,1162.00009,1162.00003
11094,Грозненская ТЭС               ,GCHECHE2,2020-02-06 08:00:00,2020,2,6,8,81.0,74.832,6.168,1833.03092,1833.03086
11095,Грозненская ТЭС               ,GCHECHE1,2020-02-06 09:00:00,2020,2,6,9,111.696,105.659,6.037,1840.99991,1840.99619
11096,Адлерская ТЭС                 ,GADLERT2,2020-02-06 10:00:00,2020,2,6,10,0.0,0.0,31.232,0.0,1826.6838
11097,Адлерская ТЭС                 ,GADLERT1,2020-02-06 11:00:00,2020,2,6,11,183.0,164.019,18.981,1798.96768,1798.9677
11098,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-06 11:00:00,2020,2,6,11,136.0,87.223,48.777,838.96954,838.96949
11099,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-06 12:00:00,2020,2,6,12,464.0,297.582,166.418,833.5775,833.5775
11100,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-06 13:00:00,2020,2,6,13,0.0,0.0,19.304,0.0,1457.9526
11101,Череповецкая ГРЭС             ,GVOLOG10,2020-02-06 14:00:00,2020,2,6,14,427.5,355.4,72.1,1394.78711,1394.78711
11102,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-06 15:00:00,2020,2,6,15,1198.25,887.346,310.904,964.1212,964.12119
11103,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-06 16:00:00,2020,2,6,16,738.5,546.885,191.615,999.11914,999.11913
11104,Троицкая ГРЭС                 ,GTROIGR4,2020-02-06 17:00:00,2020,2,6,17,0.0,0.0,21.235,0.0,1144.7598
11105,Троицкая ГРЭС                 ,GTROIGR3,2020-02-06 18:00:00,2020,2,6,18,0.0,0.0,0.0,0.0,1118.7987
11106,Троицкая ГРЭС                 ,GTROIGR1,2020-02-06 19:00:00,2020,2,6,19,35.0,35.0,0.0,1138.51771,1138.51771
11107,Серовская ГРЭС                ,GSVERD30,2020-02-06 20:00:00,2020,2,6,20,427.68,333.274,94.406,1000.79721,1000.79721
11108,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-06 21:00:00,2020,2,6,21,0.0,0.0,0.0,0.0,1664.1888
11109,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-06 22:00:00,2020,2,6,22,165.0,129.233,35.767,1636.6175,1619.10303
11110,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-06 23:00:00,2020,2,6,23,155.0,119.233,35.767,1268.77769,1196.50368
11111,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-07 00:00:00,2020,2,7,0,280.0,203.449,76.551,1173.06259,1173.06261
11112,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-07 01:00:00,2020,2,7,1,140.0,101.849,38.151,1060.93197,1060.932
11113,Рязанская ГРЭС                ,GRYAZGR4,2020-02-07 02:00:00,2020,2,7,2,0.0,0.0,0.0,0.0,876.7353
11114,Рязанская ГРЭС                ,GRYAZGR3,2020-02-07 03:00:00,2020,2,7,3,0.0,0.0,6.364,0.0,869.3112
11115,Рязанская ГРЭС                ,GRYAZGR2,2020-02-07 04:00:00,2020,2,7,4,180.0,143.45,36.55,916.89062,916.89061
11116,Рязанская ГРЭС                ,GRYAZGR1,2020-02-07 05:00:00,2020,2,7,5,0.0,0.0,0.0,0.0,1013.7727
11117,Псковская ГРЭС                ,GPSKOGR2,2020-02-07 06:00:00,2020,2,7,6,0.0,0.0,2.089,0.0,1129.4916
11118,Псковская ГРЭС                ,GPSKOGR1,2020-02-07 07:00:00,2020,2,7,7,0.0,0.0,2.088,0.0,1272.035
11119,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-07 08:00:00,2020,2,7,8,450.0,365.769,84.231,1588.68529,1588.68531
11120,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-07 09:00:00,2020,2,7,9,450.0,290.345,159.655,1642.6598,1642.6598
11121,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-07 10:00:00,2020,2,7,10,0.0,0.0,0.0,0.0,1664.0
11122,ГРЭС-24                       ,GMOSEN29,2020-02-07 11:00:00,2020,2,7,11,340.0,324.984,15.016,1543.75871,1543.75871
11123,Киришская ГРЭС                ,GKIRITES,2020-02-07 12:00:00,2020,2,7,12,200.0,173.219,26.781,1364.61987,1364.6199
11124,Киришская ГРЭС                ,GKIRGRES,2020-02-07 13:00:00,2020,2,7,13,0.0,0.0,0.0,0.0,1466.6418
11125,Киришская ГРЭС                ,GKIRGRE5,2020-02-07 14:00:00,2020,2,7,14,0.0,0.0,0.603,0.0,1445.3015
11126,Киришская ГРЭС                ,GKIRGR02,2020-02-07 15:00:00,2020,2,7,15,795.0,704.734,90.266,1415.6428,1415.64281
11127,Грозненская ТЭС               ,GCHECHE2,2020-02-07 16:00:00,2020,2,7,16,81.0,74.832,6.168,1807.80923,1807.80926
11128,Грозненская ТЭС               ,GCHECHE1,2020-02-07 17:00:00,2020,2,7,17,79.0,72.963,6.037,1799.66586,1799.66582
11129,Адлерская ТЭС                 ,GADLERT2,2020-02-07 18:00:00,2020,2,7,18,92.0,28.731,63.269,1945.95524,1945.95522
11130,Адлерская ТЭС                 ,GADLERT1,2020-02-07 19:00:00,2020,2,7,19,92.0,71.16,20.84,1933.09303,1933.09304
11131,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-07 19:00:00,2020,2,7,19,136.0,106.881,29.119,839.81802,839.81801
11132,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-07 20:00:00,2020,2,7,20,314.0,246.767,67.233,829.21124,829.21124
11133,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-07 21:00:00,2020,2,7,21,0.0,0.0,39.019,0.0,1454.3835
11134,Череповецкая ГРЭС             ,GVOLOG10,2020-02-07 22:00:00,2020,2,7,22,427.5,397.81,29.69,1299.6537,1299.65371
11135,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-07 23:00:00,2020,2,7,23,1198.25,1042.724,155.526,867.1312,867.1312
11136,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-08 00:00:00,2020,2,8,0,712.75,614.684,98.066,887.62715,887.62716
11137,Троицкая ГРЭС                 ,GTROIGR4,2020-02-08 01:00:00,2020,2,8,1,0.0,0.0,8.295,0.0,951.76385
11138,Троицкая ГРЭС                 ,GTROIGR3,2020-02-08 02:00:00,2020,2,8,2,0.0,0.0,0.0,0.0,922.6677
11139,Троицкая ГРЭС                 ,GTROIGR1,2020-02-08 03:00:00,2020,2,8,3,35.0,35.0,0.0,908.14829,908.14829
11140,Серовская ГРЭС                ,GSVERD30,2020-02-08 04:00:00,2020,2,8,4,451.0,400.963,50.037,868.3186,868.3186
11141,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-08 05:00:00,2020,2,8,5,0.0,0.0,0.0,0.0,1138.3209
11142,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-08 06:00:00,2020,2,8,6,165.0,105.033,59.967,1264.23219,1179.96848
11143,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-08 07:00:00,2020,2,8,7,155.0,95.033,59.967,1380.73227,1307.58723
11144,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-08 08:00:00,2020,2,8,8,280.0,158.388,121.612,1555.47339,1555.47339
11145,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-08 09:00:00,2020,2,8,9,140.0,79.393,60.607,1657.85875,1657.85879
11146,Рязанская ГРЭС                ,GRYAZGR4,2020-02-08 10:00:00,2020,2,8,10,0.0,0.0,0.0,0.0,1453.9619
11147,Рязанская ГРЭС                ,GRYAZGR3,2020-02-08 11:00:00,2020,2,8,11,0.0,0.0,16.292,0.0,1474.3018
11148,Рязанская ГРЭС                ,GRYAZGR2,2020-02-08 12:00:00,2020,2,8,12,180.0,86.43,93.57,1452.85329,1452.85328
11149,Рязанская ГРЭС                ,GRYAZGR1,2020-02-08 13:00:00,2020,2,8,13,0.0,0.0,0.0,0.0,1449.2727
11150,Псковская ГРЭС                ,GPSKOGR2,2020-02-08 14:00:00,2020,2,8,14,0.0,0.0,1.771,0.0,1374.5372
11151,Киришская ГРЭС                ,GKIRGR02,2020-02-11 05:00:00,2020,2,11,5,385.183,349.924,35.259,949.46923,949.46924
11152,Грозненская ТЭС               ,GCHECHE2,2020-02-11 06:00:00,2020,2,11,6,81.0,75.254,5.746,1699.06623,1699.06617
11153,Грозненская ТЭС               ,GCHECHE1,2020-02-11 07:00:00,2020,2,11,7,79.0,71.454,7.546,1841.01534,1841.01532
11154,Адлерская ТЭС                 ,GADLERT2,2020-02-11 08:00:00,2020,2,11,8,184.0,152.768,31.232,1852.2887,1852.2887
11155,Адлерская ТЭС                 ,GADLERT1,2020-02-11 09:00:00,2020,2,11,9,92.0,73.019,18.981,1914.03799,1914.03804
11156,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-11 09:00:00,2020,2,11,9,136.0,70.38,65.62,791.29327,791.29324
11157,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-11 10:00:00,2020,2,11,10,310.0,160.425,149.575,786.98738,786.98735
11158,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-11 11:00:00,2020,2,11,11,0.0,0.0,19.304,0.0,1490.4586
11159,Череповецкая ГРЭС             ,GVOLOG10,2020-02-11 12:00:00,2020,2,11,12,417.5,345.4,72.1,1461.3029,1461.3029
11160,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-11 13:00:00,2020,2,11,13,1267.25,945.624,321.626,1075.8677,1075.8677
11161,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-11 14:00:00,2020,2,11,14,712.75,536.744,176.006,1118.84392,1118.84391
11162,Троицкая ГРЭС                 ,GTROIGR4,2020-02-11 15:00:00,2020,2,11,15,0.0,0.0,21.235,0.0,1354.4155
11163,Троицкая ГРЭС                 ,GTROIGR3,2020-02-11 16:00:00,2020,2,11,16,0.0,0.0,0.0,0.0,1363.1356
11164,Троицкая ГРЭС                 ,GTROIGR1,2020-02-11 17:00:00,2020,2,11,17,35.0,35.0,0.0,1349.99343,1349.99343
11165,Серовская ГРЭС                ,GSVERD30,2020-02-11 18:00:00,2020,2,11,18,427.68,333.274,94.406,1244.0392,1244.03921
11166,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-11 19:00:00,2020,2,11,19,0.0,0.0,0.0,0.0,1771.0
11167,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-11 20:00:00,2020,2,11,20,202.341,128.997,73.344,1771.00615,1771.0039
11168,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-11 21:00:00,2020,2,11,21,155.0,66.831,88.169,1746.8163,1739.81742
11169,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-11 22:00:00,2020,2,11,22,280.0,203.449,76.551,1671.07059,1671.07061
11170,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-11 23:00:00,2020,2,11,23,140.0,101.849,38.151,1324.70697,1324.707
11171,Рязанская ГРЭС                ,GRYAZGR4,2020-02-12 00:00:00,2020,2,12,0,0.0,0.0,3.992,0.0,1034.1536
11172,Рязанская ГРЭС                ,GRYAZGR3,2020-02-12 01:00:00,2020,2,12,1,178.0,171.636,6.364,1014.05777,1014.05781
11173,Рязанская ГРЭС                ,GRYAZGR2,2020-02-12 02:00:00,2020,2,12,2,0.0,0.0,7.985,0.0,996.6985
11174,Рязанская ГРЭС                ,GRYAZGR1,2020-02-12 03:00:00,2020,2,12,3,0.0,0.0,0.0,0.0,980.95105
11175,Псковская ГРЭС                ,GPSKOGR2,2020-02-12 04:00:00,2020,2,12,4,0.0,0.0,0.879,0.0,925.9454
11176,Псковская ГРЭС                ,GPSKOGR1,2020-02-12 05:00:00,2020,2,12,5,0.0,0.0,0.878,0.0,971.4443
11177,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-12 06:00:00,2020,2,12,6,450.0,344.711,105.289,1362.753,1362.753
11178,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-12 07:00:00,2020,2,12,7,450.0,250.431,199.569,1529.15382,1529.1538
11179,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-12 08:00:00,2020,2,12,8,0.0,0.0,0.0,0.0,1652.4882
11180,ГРЭС-24                       ,GMOSEN29,2020-02-12 09:00:00,2020,2,12,9,0.0,0.0,15.016,0.0,1590.0054
11181,Киришская ГРЭС                ,GKIRITES,2020-02-12 10:00:00,2020,2,12,10,200.0,173.219,26.781,1357.42609,1357.4261
11182,Киришская ГРЭС                ,GKIRGRES,2020-02-12 11:00:00,2020,2,12,11,0.0,0.0,0.0,0.0,1385.2666
11183,Киришская ГРЭС                ,GKIRGRE5,2020-02-12 12:00:00,2020,2,12,12,0.0,0.0,0.603,0.0,1357.556
11184,Киришская ГРЭС                ,GKIRGR02,2020-02-12 13:00:00,2020,2,12,13,795.0,704.734,90.266,1454.1237,1454.1237
11185,Грозненская ТЭС               ,GCHECHE2,2020-02-12 14:00:00,2020,2,12,14,173.4,167.232,6.168,1851.5033,1851.50329
11186,Грозненская ТЭС               ,GCHECHE1,2020-02-12 15:00:00,2020,2,12,15,173.4,167.363,6.037,1851.02089,1851.02088
11187,Адлерская ТЭС                 ,GADLERT2,2020-02-12 16:00:00,2020,2,12,16,184.0,152.768,31.232,1820.78603,1820.78598
11188,Адлерская ТЭС                 ,GADLERT1,2020-02-12 17:00:00,2020,2,12,17,92.0,73.019,18.981,1836.52364,1836.5237
11189,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-12 17:00:00,2020,2,12,17,136.0,9.146,126.854,785.88891,785.88882
11190,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-12 18:00:00,2020,2,12,18,310.0,243.029,66.971,794.77741,794.77739
11191,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-12 19:00:00,2020,2,12,19,0.0,0.0,39.019,0.0,1411.8031
11192,Череповецкая ГРЭС             ,GVOLOG10,2020-02-12 20:00:00,2020,2,12,20,427.5,283.814,143.686,1405.50889,1405.50889
11193,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-12 21:00:00,2020,2,12,21,1322.25,747.055,575.195,877.49346,877.49347
11194,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-12 22:00:00,2020,2,12,22,712.75,620.649,92.101,880.02058,880.02057
11195,Троицкая ГРЭС                 ,GTROIGR4,2020-02-12 23:00:00,2020,2,12,23,0.0,0.0,8.295,0.0,982.34265
11196,Троицкая ГРЭС                 ,GTROIGR3,2020-02-13 00:00:00,2020,2,13,0,0.0,0.0,0.0,0.0,933.36487
11197,Троицкая ГРЭС                 ,GTROIGR1,2020-02-13 01:00:00,2020,2,13,1,35.0,35.0,0.0,928.08971,928.08971
11198,Серовская ГРЭС                ,GSVERD30,2020-02-13 02:00:00,2020,2,13,2,427.68,377.643,50.037,864.22251,864.2225
11199,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-13 03:00:00,2020,2,13,3,0.0,0.0,0.0,0.0,1077.1638
11200,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-13 04:00:00,2020,2,13,4,165.0,135.33,29.67,1157.07227,1080.41709
11201,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-13 05:00:00,2020,2,13,5,155.0,125.33,29.67,1217.61127,1142.2389
11202,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-13 06:00:00,2020,2,13,6,280.0,173.528,106.472,1226.16811,1226.16811
11203,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-13 07:00:00,2020,2,13,7,280.0,173.705,106.295,1537.79713,1537.79711
11204,Рязанская ГРЭС                ,GRYAZGR4,2020-02-13 08:00:00,2020,2,13,8,180.0,86.43,93.57,1493.31852,1493.3185
11205,Рязанская ГРЭС                ,GRYAZGR3,2020-02-13 09:00:00,2020,2,13,9,330.0,313.708,16.292,1531.162,1531.162
11206,Рязанская ГРЭС                ,GRYAZGR2,2020-02-13 10:00:00,2020,2,13,10,0.0,0.0,0.0,0.0,1578.049
11207,Рязанская ГРЭС                ,GRYAZGR1,2020-02-13 11:00:00,2020,2,13,11,0.0,0.0,0.0,0.0,1555.2543
11208,Псковская ГРЭС                ,GPSKOGR2,2020-02-13 12:00:00,2020,2,13,12,0.0,0.0,1.771,0.0,1431.1091
11209,Псковская ГРЭС                ,GPSKOGR1,2020-02-13 13:00:00,2020,2,13,13,0.0,0.0,1.769,0.0,1547.8441
11210,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-13 14:00:00,2020,2,13,14,541.0,456.769,84.231,1672.237,1672.23701
11211,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-13 15:00:00,2020,2,13,15,450.0,290.345,159.655,1646.99482,1646.9948
11212,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-13 16:00:00,2020,2,13,16,0.0,0.0,0.0,0.0,1626.6553
11213,ГРЭС-24                       ,GMOSEN29,2020-02-13 17:00:00,2020,2,13,17,0.0,0.0,15.016,0.0,1543.5547
11214,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-23 22:00:00,2020,2,23,22,270.0,207.635,62.365,1732.46461,1732.46459
11215,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-23 23:00:00,2020,2,23,23,0.0,0.0,0.0,0.0,1596.673
11216,ГРЭС-24                       ,GMOSEN29,2020-02-24 00:00:00,2020,2,24,0,0.0,0.0,5.865,0.0,1074.83
11217,Киришская ГРЭС                ,GKIRITES,2020-02-24 01:00:00,2020,2,24,1,149.0,121.508,27.492,927.77809,927.77812
11218,Киришская ГРЭС                ,GKIRGRES,2020-02-24 02:00:00,2020,2,24,2,0.0,0.0,0.0,0.0,901.58734
11219,Киришская ГРЭС                ,GKIRGRE5,2020-02-24 03:00:00,2020,2,24,3,0.0,0.0,0.24,0.0,890.66876
11220,Киришская ГРЭС                ,GKIRGR02,2020-02-24 04:00:00,2020,2,24,4,385.183,349.924,35.259,898.293,898.29299
11221,Грозненская ТЭС               ,GCHECHE2,2020-02-24 05:00:00,2020,2,24,5,0.0,0.0,5.185,0.0,1438.0759
11222,Грозненская ТЭС               ,GCHECHE1,2020-02-24 06:00:00,2020,2,24,6,79.0,71.454,7.546,1403.38134,1403.38127
11223,Адлерская ТЭС                 ,GADLERT2,2020-02-24 07:00:00,2020,2,24,7,184.0,145.01,38.99,1599.68478,1599.68478
11224,Адлерская ТЭС                 ,GADLERT1,2020-02-24 08:00:00,2020,2,24,8,92.0,73.019,18.981,1746.24824,1746.24826
11225,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-24 08:00:00,2020,2,24,8,136.0,33.67,102.33,807.84259,807.8425
11226,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-24 09:00:00,2020,2,24,9,150.0,37.135,112.865,804.53292,804.53287
11227,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-24 10:00:00,2020,2,24,10,0.0,0.0,19.304,0.0,1272.6125
11228,Череповецкая ГРЭС             ,GVOLOG10,2020-02-24 11:00:00,2020,2,24,11,423.5,351.4,72.1,1283.3712,1283.37119
11229,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-24 12:00:00,2020,2,24,12,1322.25,980.76,341.49,926.46239,926.46239
11230,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-24 13:00:00,2020,2,24,13,623.5,462.471,161.029,920.20269,920.20269
11231,Троицкая ГРЭС                 ,GTROIGR4,2020-02-24 14:00:00,2020,2,24,14,0.0,0.0,21.235,0.0,1172.4442
11232,Троицкая ГРЭС                 ,GTROIGR3,2020-02-24 15:00:00,2020,2,24,15,0.0,0.0,0.0,0.0,1213.0503
11233,Троицкая ГРЭС                 ,GTROIGR1,2020-02-24 16:00:00,2020,2,24,16,40.0,40.0,0.0,1225.6985,1225.6985
11234,Серовская ГРЭС                ,GSVERD30,2020-02-24 17:00:00,2020,2,24,17,427.68,359.807,67.873,1195.1934,1195.19339
11235,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-24 18:00:00,2020,2,24,18,0.0,0.0,0.0,0.0,1776.0
11236,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-24 19:00:00,2020,2,24,19,0.0,0.0,0.0,0.0,1775.9999
11237,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-24 20:00:00,2020,2,24,20,285.0,212.469,72.531,1775.99989,1775.99989
11238,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-24 21:00:00,2020,2,24,21,280.0,124.761,155.239,1782.09889,1782.09889
11239,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-24 22:00:00,2020,2,24,22,479.037,385.194,93.843,1775.99937,1775.99949
11240,Рязанская ГРЭС                ,GRYAZGR4,2020-02-24 23:00:00,2020,2,24,23,0.0,0.0,3.992,0.0,1073.5708
11241,Рязанская ГРЭС                ,GRYAZGR3,2020-02-25 00:00:00,2020,2,25,0,0.0,0.0,6.364,0.0,1006.42365
11242,Рязанская ГРЭС                ,GRYAZGR2,2020-02-25 01:00:00,2020,2,25,1,0.0,0.0,7.985,0.0,932.7415
11243,Рязанская ГРЭС                ,GRYAZGR1,2020-02-25 02:00:00,2020,2,25,2,0.0,0.0,24.573,0.0,867.03644
11244,Псковская ГРЭС                ,GPSKOGR2,2020-02-25 03:00:00,2020,2,25,3,0.0,0.0,0.879,0.0,783.5702
11245,Псковская ГРЭС                ,GPSKOGR1,2020-02-25 04:00:00,2020,2,25,4,0.0,0.0,0.878,0.0,822.1496
11246,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-25 05:00:00,2020,2,25,5,450.0,417.097,32.903,1100.14551,1100.14549
11247,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-25 06:00:00,2020,2,25,6,225.0,25.431,199.569,1226.72447,1226.7244
11248,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-25 07:00:00,2020,2,25,7,0.0,0.0,0.0,0.0,1599.3723
11249,ГРЭС-24                       ,GMOSEN29,2020-02-25 08:00:00,2020,2,25,8,0.0,0.0,15.016,0.0,1376.3661
11250,Киришская ГРЭС                ,GKIRITES,2020-02-25 09:00:00,2020,2,25,9,150.0,123.219,26.781,1266.67981,1266.6798
11251,Киришская ГРЭС                ,GKIRGRES,2020-02-25 10:00:00,2020,2,25,10,0.0,0.0,0.0,0.0,1273.1472
11252,Киришская ГРЭС                ,GKIRGRE5,2020-02-25 11:00:00,2020,2,25,11,0.0,0.0,0.603,0.0,1298.846
11253,Киришская ГРЭС                ,GKIRGR02,2020-02-25 12:00:00,2020,2,25,12,795.0,704.734,90.266,1275.1654,1275.1654
11254,Грозненская ТЭС               ,GCHECHE2,2020-02-25 13:00:00,2020,2,25,13,0.0,0.0,6.168,0.0,1903.0725
11255,Грозненская ТЭС               ,GCHECHE1,2020-02-25 14:00:00,2020,2,25,14,173.4,167.363,6.037,1843.00001,1843.0
11256,Адлерская ТЭС                 ,GADLERT2,2020-02-25 15:00:00,2020,2,25,15,184.0,152.768,31.232,1695.68293,1695.68288
11257,Адлерская ТЭС                 ,GADLERT1,2020-02-25 16:00:00,2020,2,25,16,92.0,73.019,18.981,1677.68019,1677.68022
11258,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-25 16:00:00,2020,2,25,16,136.0,0.0,196.75,0.0,840.34669
11259,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-25 17:00:00,2020,2,25,17,150.0,0.0,218.184,0.0,842.01793
11260,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-25 18:00:00,2020,2,25,18,0.0,0.0,39.019,0.0,1313.9742
11261,Череповецкая ГРЭС             ,GVOLOG10,2020-02-25 19:00:00,2020,2,25,19,421.5,277.814,143.686,1331.64981,1331.6498
11262,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-25 20:00:00,2020,2,25,20,1322.25,720.593,601.657,881.87415,881.87415
11263,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-25 21:00:00,2020,2,25,21,623.25,339.656,283.594,879.88418,879.88417
11264,Троицкая ГРЭС                 ,GTROIGR4,2020-02-25 22:00:00,2020,2,25,22,0.0,0.0,8.295,0.0,973.6642
11265,Троицкая ГРЭС                 ,GTROIGR3,2020-02-25 23:00:00,2020,2,25,23,0.0,0.0,0.0,0.0,885.71857
11266,Троицкая ГРЭС                 ,GTROIGR1,2020-02-26 00:00:00,2020,2,26,0,40.0,40.0,0.0,880.74725,880.74725
11267,Серовская ГРЭС                ,GSVERD30,2020-02-26 01:00:00,2020,2,26,1,323.098,273.061,50.037,870.00106,870.00093
11268,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-26 02:00:00,2020,2,26,2,0.0,0.0,0.0,0.0,1034.6294
11269,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-26 03:00:00,2020,2,26,3,0.0,0.0,0.0,0.0,1016.50214
11270,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-26 04:00:00,2020,2,26,4,155.0,125.579,29.421,1125.97727,1037.25929
11271,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-26 05:00:00,2020,2,26,5,280.0,217.028,62.972,1141.57648,1141.5765
11272,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-26 06:00:00,2020,2,26,6,420.0,262.659,157.341,1210.83782,1210.83781
11273,Рязанская ГРЭС                ,GRYAZGR4,2020-02-26 07:00:00,2020,2,26,7,0.0,0.0,0.0,0.0,1317.4391
11274,Рязанская ГРЭС                ,GRYAZGR3,2020-02-26 08:00:00,2020,2,26,8,0.0,0.0,16.292,0.0,1371.6462
11275,Рязанская ГРЭС                ,GRYAZGR2,2020-02-26 09:00:00,2020,2,26,9,180.0,86.43,93.57,1435.63103,1435.631
11276,Рязанская ГРЭС                ,GRYAZGR1,2020-02-26 10:00:00,2020,2,26,10,0.0,0.0,0.0,0.0,1431.9568
11277,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-16 06:00:00,2020,2,16,6,136.0,33.67,102.33,747.8117,747.81162
11278,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-16 07:00:00,2020,2,16,7,150.0,37.135,112.865,747.08604,747.086
11279,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-16 08:00:00,2020,2,16,8,0.0,0.0,19.304,0.0,1143.846
11280,Череповецкая ГРЭС             ,GVOLOG10,2020-02-16 09:00:00,2020,2,16,9,427.5,355.4,72.1,1249.06339,1249.06339
11281,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-16 10:00:00,2020,2,16,10,1322.25,980.76,341.49,1007.7313,1007.7313
